"Surveyed_by","Date","method","SubplotID","SPP","PlantID","Phen","Leaf","Dam","Chew","mScrape","iScrape","Mine","Gall","Window","Lspot","Rust","Pmildew","Dmildew","Blight","wet","rhiz.like","clorosis","white.mildew.like.thing","thrips","tent","scler.like","Phomopsis","lf.curl","necrotic.lesion","Chlorotic.spots","Choking","slime_mold_like","Notes","disease","herbivory","tot.damage","SPP2","SubplotID2"
"fh, mj","18.Jul.19","closest","I5.7.3","Lolium perenne",6,"f",1,"d",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,1,1,"Lolium perenne","I5.7.3"
"fh, mj","18.Jul.19","closest","I5.7.3","Lolium perenne",6,"f",2,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Lolium perenne","I5.7.3"
"fh, mj","18.Jul.19","closest","I5.7.3","Lolium perenne",6,"f",3,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Lolium perenne","I5.7.3"
"fh, mj","18.Jul.19","closest","I5.7.3","Phleum pratense",7,"b",1,"d",0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",1,5,6,"Phleum pratense","I5.7.3"
"fh, mj","18.Jul.19","closest","I5.7.3","Phleum pratense",7,"b",2,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Phleum pratense","I5.7.3"
"fh, mj","18.Jul.19","closest","I5.7.3","Phleum pratense",7,"b",3,"d",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,1,1,"Phleum pratense","I5.7.3"
"fh, mj","18.Jul.19","closest","I5.7.3","Phleum pratense",7,"b",4,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Phleum pratense","I5.7.3"
"fh, mj","18.Jul.19","closest","I5.7.3","Phleum pratense",7,"b",5,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Phleum pratense","I5.7.3"
"fh, mj","18.Jul.19","closest","I5.7.3","Phleum pratense",8,"v",1,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Phleum pratense","I5.7.3"
"fh, mj","18.Jul.19","closest","I5.7.3","Phleum pratense",8,"v",2,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Phleum pratense","I5.7.3"
"fh, mj","18.Jul.19","closest","I5.7.3","Phleum pratense",8,"v",3,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Phleum pratense","I5.7.3"
"fh, mj","18.Jul.19","closest","I5.7.3","Cynosurus cristatus",9,"v",1,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Cynosurus cristatus","I5.7.3"
"fh, mj","18.Jul.19","closest","I5.7.3","Cynosurus cristatus",9,"v",2,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Cynosurus cristatus","I5.7.3"
"fh, mj","18.Jul.19","closest","I5.7.3","Cynosurus cristatus",9,"v",3,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Cynosurus cristatus","I5.7.3"
"fh, mj","18.Jul.19","closest","I5.7.3","Cynosurus cristatus",9,"v",4,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Cynosurus cristatus","I5.7.3"
"fh, mj","18.Jul.19","closest","I5.7.3","Cynosurus cristatus",9,"v",5,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Cynosurus cristatus","I5.7.3"
"fh, mj","18.Jul.19","closest","I5.7.3","Taraxacum sp",10,"v",1,"d",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,1,1,"Taraxacum sp","I5.7.3"
"fh, mj","18.Jul.19","closest","I5.7.3","Taraxacum sp",10,"v",2,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Taraxacum sp","I5.7.3"
"fh, mj","18.Jul.19","closest","I5.7.3","Taraxacum sp",10,"v",3,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Taraxacum sp","I5.7.3"
"fh, mj","18.Jul.19","closest","I5.7.3","Taraxacum sp",10,"v",4,"d",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",2,0,2,"Taraxacum sp","I5.7.3"
"fh, mj","18.Jul.19","closest","I5.7.3","Taraxacum sp",10,"v",5,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Taraxacum sp","I5.7.3"
"fh, mj","18.Jul.19","closest","I5.7.3","Cynosurus cristatus",11,"v",1,"d",0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,10,10,"Cynosurua cristatus","I5.7.3"
"fh, mj","18.Jul.19","closest","I5.7.3","Cynosurus cristatus",11,"v",2,"d",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,1,1,"Cynosurua cristatus","I5.7.3"
"fh, mj","18.Jul.19","closest","I5.7.3","Cynosurus cristatus",11,"v",3,"d",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",1,0,1,"Cynosurua cristatus","I5.7.3"
"fh, mj","18.Jul.19","closest","I5.7.3","Cynosurus cristatus",11,"v",4,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Cynosurua cristatus","I5.7.3"
"fh, mj","18.Jul.19","closest","I5.7.3","Cynosurus cristatus",11,"v",5,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Cynosurua cristatus","I5.7.3"
"fh, mj","18.Jul.19","closest","I5.7.3","Achillea millefolium",12,"v",1,"d",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,5,5,"Achillea millefolium","I5.7.3"
"fh, mj","18.Jul.19","closest","I5.7.3","Achillea millefolium",12,"v",2,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Achillea millefolium","I5.7.3"
"fh, mj","18.Jul.19","closest","I5.7.3","Lolium perenne",13,"v",1,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Lolium perenne","I5.7.3"
"fh, mj","18.Jul.19","closest","I5.7.3","Lolium perenne",13,"v",2,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Lolium perenne","I5.7.3"
"fh, mj","18.Jul.19","closest","I5.7.3","Lolium perenne",13,"v",3,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Lolium perenne","I5.7.3"
"fh, mj","18.Jul.19","closest","I5.7.3","Lolium perenne",13,"v",4,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Lolium perenne","I5.7.3"
"fh, mj","18.Jul.19","closest","I5.7.3","Lolium perenne",14,"v",1,"d",0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",50,0,50,"Lolium perenne","I5.7.3"
"fh, mj","18.Jul.19","closest","I5.7.3","Lolium perenne",14,"v",2,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Lolium perenne","I5.7.3"
"fh, mj","18.Jul.19","closest","I5.7.3","Lolium perenne",14,"v",3,"d",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick. elongated strange looking black dots",5,0,5,"Lolium perenne","I5.7.3"
"fh, mj","18.Jul.19","closest","I5.7.3","Lolium perenne",14,"v",4,"d",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.. elongated strange looking black dots",2,0,2,"Lolium perenne","I5.7.3"
"fh, mj","18.Jul.19","closest","I5.7.3","Lolium perenne",15,"v",1,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Lolium perenne","I5.7.3"
"fh, mj","18.Jul.19","closest","I5.7.3","Lolium perenne",15,"v",2,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Lolium perenne","I5.7.3"
"fh, mj","18.Jul.19","closest","I5.7.3","Lolium perenne",15,"v",3,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Lolium perenne","I5.7.3"
"fh, mj","18.Jul.19","closest","I5.7.3","Taraxacum sp",16,"v",1,"d",0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",90,0,90,"Taraxacum sp","I5.7.3"
"fh, mj","18.Jul.19","closest","I5.7.3","Taraxacum sp",16,"v",2,"d",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,2,2,"Taraxacum sp","I5.7.3"
"fh, mj","18.Jul.19","closest","I5.7.3","Taraxacum sp",16,"v",3,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Taraxacum sp","I5.7.3"
"fh, mj","18.Jul.19","closest","I5.7.3","Taraxacum sp",16,"v",4,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Taraxacum sp","I5.7.3"
"fh, mj","18.Jul.19","closest","I5.7.3","Taraxacum sp",16,"v",5,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Taraxacum sp","I5.7.3"
"fh, mj","18.Jul.19","closest","I5.7.3","Phleum pratense",17,"b",1,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Phleum pratense","I5.7.3"
"fh, mj","18.Jul.19","closest","I5.7.3","Phleum pratense",17,"b",2,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Phleum pratense","I5.7.3"
"fh, mj","18.Jul.19","closest","I5.7.3","Phleum pratense",17,"b",3,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Phleum pratense","I5.7.3"
"fh, mj","18.Jul.19","closest","I5.7.3","Phleum pratense",17,"b",4,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Phleum pratense","I5.7.3"
"fh, mj","18.Jul.19","closest","I5.7.3","Phleum pratense",17,"b",5,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Phleum pratense","I5.7.3"
"fh, mj","18.Jul.19","closest","I5.7.3","Lolium perenne",18,"b",1,"d",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",1,0,1,"Lolium perenne","I5.7.3"
"fh, mj","18.Jul.19","closest","I5.7.3","Lolium perenne",18,"b",2,"d",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",1,0,1,"Lolium perenne","I5.7.3"
"fh, mj","18.Jul.19","closest","I5.7.3","Lolium perenne",18,"b",3,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Lolium perenne","I5.7.3"
"fh, mj","18.Jul.19","closest","I5.7.3","Lolium perenne",18,"b",4,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Lolium perenne","I5.7.3"
"fh, mj","18.Jul.19","closest","I5.7.3","Lolium perenne",18,"b",5,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Lolium perenne","I5.7.3"
"fh, mj","18.Jul.19","closest","I5.7.3","Cynosurus cristatus",19,"v",1,"d",20,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",2,20,22,"Cynosurus cristatus","I5.7.3"
"fh, mj","18.Jul.19","closest","I5.7.3","Cynosurus cristatus",19,"v",2,"d",0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",10,0,10,"Cynosurus cristatus","I5.7.3"
"fh, mj","18.Jul.19","closest","I5.7.3","Cynosurus cristatus",19,"v",3,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Cynosurus cristatus","I5.7.3"
"fh, mj","18.Jul.19","closest","I5.7.3","Cynosurus cristatus",19,"v",4,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Cynosurus cristatus","I5.7.3"
"fh, mj","18.Jul.19","closest","I5.7.3","Cynosurus cristatus",19,"v",5,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Cynosurus cristatus","I5.7.3"
"fh, mj","18.Jul.19","closest","I5.7.3","Lolium perenne",20,"v",1,"d",40,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",2,40,42,"Lolium perenne","I5.7.3"
"fh, mj","18.Jul.19","closest","I5.7.3","Lolium perenne",20,"v",2,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Lolium perenne","I5.7.3"
"fh, mj","18.Jul.19","closest","I5.7.3","Lolium perenne",20,"v",3,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Lolium perenne","I5.7.3"
"fh, mj","18.Jul.19","closest","I5.7.3","Lolium perenne",20,"v",4,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Lolium perenne","I5.7.3"
"fh, mj","18.Jul.19","closest","I5.8.1","Phleum pratense",1,"b",1,"d",20,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",5,20,25,"Phleum pratense","I5.8.1"
"fh, mj","18.Jul.19","closest","I5.8.1","Phleum pratense",1,"b",2,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Phleum pratense","I5.8.1"
"fh, mj","18.Jul.19","closest","I5.8.1","Phleum pratense",1,"b",3,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Phleum pratense","I5.8.1"
"fh, mj","18.Jul.19","closest","I5.8.1","Phleum pratense",1,"b",4,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Phleum pratense","I5.8.1"
"fh, mj","18.Jul.19","closest","I5.8.1","Phleum pratense",1,"b",5,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Phleum pratense","I5.8.1"
"fh, mj","18.Jul.19","closest","I5.8.1","Lolium perenne",2,"v",1,"d",50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,50,50,"Lolium perenne","I5.8.1"
"fh, mj","18.Jul.19","closest","I5.8.1","Lolium perenne",2,"v",2,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Lolium perenne","I5.8.1"
"fh, mj","18.Jul.19","closest","I5.8.1","Lolium perenne",2,"v",3,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Lolium perenne","I5.8.1"
"fh, mj","18.Jul.19","closest","I5.8.1","Achillea millefolium",3,"v",1,"d",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,5,5,"Achillea millefolium","I5.8.1"
"fh, mj","18.Jul.19","closest","I5.8.1","Achillea millefolium",3,"v",2,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Achillea millefolium","I5.8.1"
"fh, mj","18.Jul.19","closest","I5.8.1","Achillea millefolium",3,"v",3,"d",70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,70,70,"Achillea millefolium","I5.8.1"
"fh, mj","18.Jul.19","closest","I5.8.1","Achillea millefolium",3,"v",4,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Achillea millefolium","I5.8.1"
"fh, mj","18.Jul.19","closest","I5.8.1","Poa pratensis",4,"v",1,"d",40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,40,40,"Poa pratensis","I5.8.1"
"fh, mj","18.Jul.19","closest","I5.8.1","Poa pratensis",4,"v",2,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Poa pratensis","I5.8.1"
"fh, mj","18.Jul.19","closest","I5.8.1","Poa pratensis",4,"v",3,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Poa pratensis","I5.8.1"
"fh, mj","18.Jul.19","closest","I5.8.1","Phleum pratense",5,"vb",1,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Phleum pratense","I5.8.1"
"fh, mj","18.Jul.19","closest","I5.8.1","Phleum pratense",5,"vb",2,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Phleum pratense","I5.8.1"
"fh, mj","18.Jul.19","closest","I5.8.1","Phleum pratense",5,"vb",3,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Phleum pratense","I5.8.1"
"fh, mj","18.Jul.19","closest","I5.8.1","Phleum pratense",5,"vb",4,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Phleum pratense","I5.8.1"
"fh, mj","18.Jul.19","closest","I5.8.1","Phleum pratense",5,"vb",5,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Phleum pratense","I5.8.1"
"fh, mj","18.Jul.19","closest","I5.8.1","Carum carvi",6,"v",1,"d",0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,20,20,"Carum carvi","I5.8.1"
"fh, mj","18.Jul.19","closest","I5.8.1","Carum carvi",6,"v",2,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Carum carvi","I5.8.1"
"fh, mj","18.Jul.19","closest","I5.8.1","Cynosurus cristatus",7,"v",1,"d",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,1,1,"Cynosurus cristatus","I5.8.1"
"fh, mj","18.Jul.19","closest","I5.8.1","Cynosurus cristatus",7,"v",2,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Cynosurus cristatus","I5.8.1"
"fh, mj","18.Jul.19","closest","I5.8.1","Cynosurus cristatus",7,"v",3,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Cynosurus cristatus","I5.8.1"
"fh, mj","18.Jul.19","closest","I5.8.1","Cynosurus cristatus",7,"v",4,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Cynosurus cristatus","I5.8.1"
"fh, mj","18.Jul.19","closest","I5.8.1","Cynosurus cristatus",7,"v",5,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Cynosurus cristatus","I5.8.1"
"fh, mj","18.Jul.19","closest","I5.8.1","Lolium perenne",8,"v",1,"d",0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",4,5,9,"Lolium perenne","I5.8.1"
"fh, mj","18.Jul.19","closest","I5.8.1","Lolium perenne",8,"v",2,"d",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,1,1,"Lolium perenne","I5.8.1"
"fh, mj","18.Jul.19","closest","I5.8.1","Lolium perenne",8,"v",3,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Lolium perenne","I5.8.1"
"fh, mj","18.Jul.19","closest","I5.8.1","Trifolium pratense",9,"b",1,"d",40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,40,40,"Trifolium pratense","I5.8.1"
"fh, mj","18.Jul.19","closest","I5.8.1","Trifolium pratense",9,"b",2,"d",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,20,20,"Trifolium pratense","I5.8.1"
"fh, mj","18.Jul.19","closest","I5.8.1","Trifolium pratense",9,"b",3,"d",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,20,20,"Trifolium pratense","I5.8.1"
"fh, mj","18.Jul.19","closest","I5.8.1","Trifolium pratense",9,"b",4,"d",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,30,30,"Trifolium pratense","I5.8.1"
"fh, mj","18.Jul.19","closest","I5.8.1","Trifolium pratense",9,"b",5,"d",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,30,30,"Trifolium pratense","I5.8.1"
"fh, mj","18.Jul.19","closest","I5.8.1","Lolium perenne",10,"v",1,"d",60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,60,60,"Lolium perenne","I5.8.1"
"fh, mj","18.Jul.19","closest","I5.8.1","Lolium perenne",10,"v",2,"d",70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,70,70,"Lolium perenne","I5.8.1"
"fh, mj","18.Jul.19","closest","I5.8.1","Lolium perenne",10,"v",3,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Picking the plant with a stem closest to the stick.",0,0,0,"Lolium perenne","I5.8.1"
